PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO,,
"El título preliminar de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas se denomina:",De los interesados en el procedimiento,De la actividad de las Administraciones Públicas,Disposiciones generales,De los actos administrativos,C,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
"A los efectos previstos en esta Ley, tendrán capacidad de obrar ante las Administraciones Públicas (señala la incorrecta):",las personas físicas que ostenten capacidad de obrar con arreglo a las normas civiles,"los menores de edad para el ejercicio y defensa de aquellos de sus derechos e intereses cuya actuación no esté permitida por el ordenamiento jurídico sin la asistencia de la persona que ejerza la patria potestad, tutela o curatela","cuando la Ley así lo declare expresamente, los grupos de afectados, las uniones y entidades sin personalidad jurídica y los patrimonios independientes o autónomos",las personas jurídicas que ostenten capacidad de obrar con arreglo a las normas civiles,B,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Se consideran interesados en el procedimiento administrativo:,quienes lo promuevan como titulares de derechos o intereses legítimos individuales o colectivos,"los que, habiendo iniciado el procedimiento, tengan derechos que puedan resultar afectados por la decisión que en el mismo se adopte","aquellos cuyos intereses legítimos, individuales o colectivos, puedan resultar afectados por la resolución y se personen en el procedimiento durante el trámite de audiencia",todas son correctas,A,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Las asociaciones y organizaciones representativas de intereses económicos y sociales:,serán titulares de intereses legítimos individuales y colectivos en los términos que reglamentariamente se establezca,serán titulares de intereses legítimos individuales y colectivos,no serán titulares de intereses legítimos colectivos,serán titulares de intereses legítimos colectivos en los términos que la Ley reconozca,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Cuando la condición de interesado derivase de alguna relación jurídica transmisible el derecho-habiente sucederá en tal condición:,si el procedimiento no ha alcanzado la fase de instrucción,si el procedimiento no ha alcanzado el trámite de audiencia,si el procedimiento no ha alcanzado el trámite de información pública,cualquiera que sea el estado del procedimiento,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
"Los menores incapacitados, cuando la extensión de la incapacitación afecte al ejercicio y defensa de los derechos o intereses de que se trate:",tienen capacidad de obrar limitada,"pueden actuar sin la asistencia de la persona que ejerza la patria potestad, tutela o curatela",no tienen capacidad de obrar,ninguna es correcta,C,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Los interesados con capacidad de obrar podrán actuar por medio de representante:,"entendiéndose con éste las actuaciones administrativas, salvo manifestación expresa o tácita en contra del interesado","entendiéndose con el interesado las actuaciones administrativas, salvo manifestación expresa en contra del interesado","entendiéndose con éste las actuaciones administrativas, salvo manifestación expresa en contra del interesado","entendiéndose con el interesado las actuaciones administrativas, salvo manifestación expresa o tácita en contra del interesado",C,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Podrán actuar en representación de otras ante las Administraciones Públicas:,"las personas físicas con o sin capacidad de obrar y las personas jurídicas, aunque no esté previsto en sus Estatutos","las personas físicas con capacidad de obrar y las personas jurídicas, aunque no esté previsto en sus Estatutos","las personas físicas con o sin capacidad de obrar y las personas jurídicas, siempre que ello esté previsto en sus Estatutos","las personas físicas con capacidad de obrar y las personas jurídicas, siempre que ello esté previsto en sus Estatutos",D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Se presumirá la representación para:,formular solicitudes,los actos y gestiones de mero trámite,presentar declaraciones responsables o comunicaciones,"interponer recursos, desistir de acciones y renunciar a derechos en nombre de otra persona",B,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
La representación podrá acreditarse:,mediante cualquier título jurídico,mediante resolución judicial especial,únicamente mediante poder notarial,mediante cualquier medio válido en Derecho que deje constancia fidedigna de su existencia,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Se entenderá acreditada la representación realizada:,mediante apoderamiento apud acta efectuado por comparecencia personal,mediante apoderamiento apud acta efectuado por comparecencia electrónica en la correspondiente sede electrónica,a través de la acreditación de su inscripción en el registro electrónico de apoderamientos de la Administración Pública competente,todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Deberá incorporar al expediente administrativo acreditación de la condición de representante y de los poderes que tiene reconocidos en dicho momento:,el órgano competente para la iniciación del procedimiento,el órgano competente para la instrucción del procedimiento,el órgano competente para la tramitación del procedimiento,el órgano competente para la terminación del procedimiento,C,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
"La falta o insuficiente acreditación de la representación no impedirá que se tenga por realizado el acto de que se trate, siempre que se aporte aquélla o se subsane el defecto dentro del plazo de:",5 días o de un plazo superior cuando las circunstancias del caso así lo requieran,10 días o de un plazo superior cuando las circunstancias del caso así lo requieran,15 días o de un plazo superior cuando las circunstancias del caso así lo requieran,20 días o de un plazo superior cuando las circunstancias del caso así lo requieran,B,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Las Administraciones Públicas podrán habilitar:,con carácter general a personas jurídicas autorizadas para la realización de determinadas transacciones electrónicas en representación de los interesados,con carácter general o específico a personas jurídicas autorizadas para la realización de determinadas transacciones electrónicas en representación de los interesados,con carácter general o específico a personas físicas o jurídicas autorizadas para la realización de determinadas transacciones electrónicas en representación de los interesados,con carácter general a personas físicas o jurídicas autorizadas para la realización de determinadas transacciones electrónicas en representación de los interesados,C,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Dispondrá/n de un registro electrónico general de apoderamientos:,la Administración General del Estado,las Administraciones de las Comunidades Autónomas,las Entidades Locales,todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
"En el registro electrónico general de apoderamientos, deberán inscribirse, al menos, los de carácter general otorgados por quien ostente la condición de interesado en un procedimiento administrativo a favor de representante:",apud acta,presencialmente,electrónicamente,todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Respecto a los registros electrónicos de apoderamientos no es correcto:,"en el ámbito estatal, este registro será el Registro Electrónico de Apoderamientos de la Administración General del Estado",en ellos no constará el bastanteo realizado del poder,los registros generales de apoderamientos no impedirán la existencia de registros particulares en cada Organismo,cada Organismo podrá disponer de su propio registro electrónico de apoderamientos,B,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Será/n interoperable/s con los registros electrónicos generales y particulares de apoderamientos:,los registros mercantiles,los registros de la propiedad,los protocolos notariales,todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
"Los asientos que se realicen en los registros electrónicos generales y particulares de apoderamientos deberán contener, al menos: (señala la incorrecta)","nombre y apellidos o la denominación o razón social, documento nacional de identidad, número de identificación fiscal o documento equivalente del poderdante y del apoderado",causas de anulación del apoderamiento,período de tiempo por el cual se otorga el poder,tipo de poder según las facultades que otorgue,B,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Respecto a los poderes que se inscriban en los registros electrónicos generales y particulares de apoderamientos pueden ser:,un poder general para que el apoderado pueda actuar en nombre del poderdante en cualquier actuación administrativa y ante cualquier Administración,un poder para que el apoderado pueda actuar en nombre del poderdante en cualquier actuación administrativa ante una Administración u Organismo concreto,un poder para que el apoderado pueda actuar en nombre del poderdante únicamente para la realización de determinados trámites especificados en el poder,todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
Señala la correcta:,la falta o insuficiente acreditación de la representación impedirá que se tenga por realizado el acto de que se trate,el documento electrónico que acredite el resultado de la consulta al registro electrónico de apoderamientos correspondiente tendrá la condición de acreditación a estos efectos,"los registros electrónicos generales y particulares de apoderamientos pertenecientes a todas y cada una de las Administraciones, serán preferiblemente interoperables entre sí",el interesado no podrá comparecer por sí mismo en un procedimiento en el que haya designado representante,B,BL,LGD,PREPARATIC24,2016,Ley 39/2015,,,,7,,,,,,,,,
"Según la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas el ejercicio de la potestad reglamentaria corresponde:",Al Gobierno de la nación,A las Cortes Generales y al Gobierno por delegación de estas,Al Gobierno de la nación y a los Órganos de Gobierno de las Comunidades Autónomas,"Al Gobierno de la nación, a los Órganos de Gobierno de las Comunidades Autónomas y a los órganos de gobierno locales",D,BL,CMNG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,ASA,,,,,,
La publicación del «Boletín Oficial del Estado» en la sede electrónica del Organismo competente:,Tiene carácter supletorio respecto a la versión en formato papel,"Tendrá carácter oficial y auténtico en las condiciones y con las garantías que se determinen reglamentariamente, aunque no se podrá derivar de dicha publicación los efectos previstos en el título preliminar del Código Civil","Tendrá carácter oficial y auténtico en las condiciones y con las garantías que se determinen reglamentariamente, derivándose de dicha publicación los efectos previstos en el título preliminar del Código Civil","Tendrá carácter oficial y auténtico en las condiciones y con las garantías que se habrán de determinar necesariamente por Ley, derivándose de dicha publicación los efectos previstos en el título preliminar del Código Civil",C,BL,CMNG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,ASA,,,,,,
"Según establece la Ley 39/2015, las Administraciones Públicas harán público un Plan Normativo que:",Contendrá las iniciativas legales y reglamentarias que hayan sido aprobadas en el año en curso y se publicará en el Portal de la Transparencia de la Administración Pública correspondiente,Contendrá exclusivamente las iniciativas legales que vayan a ser elevadas para su aprobación en el año siguiente y se publicará en el Portal de la Transparencia de la Administración Pública correspondiente,Contendrá las iniciativas legales o reglamentarias que vayan a ser elevadas para su aprobación en el año siguiente y se publicará en el Portal de la Transparencia de la Administración Pública correspondiente,Contendrá las iniciativas legales o reglamentarias que vayan a ser elevadas para su aprobación en el año siguiente y se publicará en el Boletín Oficial de la Administración Pública correspondiente,C,BL,CMNG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,ASA,,,,,,
"Según la ley 39/2015, el medio elegido por la persona para comunicarse con las Administraciones Públicas:",únicamente podrá ser modificado cuando de no hacerlo se corra riesgo de no alcanzarse las pretensiones del interesado ,no podrá ser modificado con posterioridad al trámite de audiencia,podrá ser modificado en cualquier momento por la persona,no podrá ser modificado de manera unilateral por el interesado,C,BL,ALG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,VMHB,,,,,,
"Según la ley 39/2015, están obligados a relacionarse a través de medios electrónicos con las Administraciones Públicas para la realización de cualquier trámite de un procedimiento administrativo: (señala la respuesta incorrecta)",las personas jurídicas ,las entidades con personalidad jurídica,los empleados de las Administraciones Públicas para los trámites y actuaciones que realicen con ellas por razón de su condición de empleado público,quienes representen a un interesado que esté obligado legalmente a relacionarse electrónicamente con la Administración,B,BL,ALG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,VMHB,,,,,,
Los documentos electrónicos deberán conservarse en un formato que permita: (señala la respuesta incorrecta),garantizar su consulta hasta transcurridos cinco años desde su emisión,garantizar la conservación del documento,garantizar la autenticidad del documento,garantizar la integridad del documento,A,BL,ALG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,VMHB,,,,,,
Se entiende por documentos públicos administrativos,los válidamente emitidos por los órganos de las Administraciones Públicas,los remitidos por personas físicas o jurídicas a los órganos de las Administraciones Públicas,a y b son correctas,a y b son incorrectas,A,BL,ALG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,VMHB,,,,,,
Los términos y plazos establecidos en la ley 39/2015 u otras leyes obligan a:,las autoridades al servicio de las Administraciones Públicas competentes para la tramitación de los asuntos,el personal al servicio de las Administraciones Públicas competentes para la tramitación de los asuntos,los interesados en la tramitación de los asuntos,todas son correctas,D,BL,ALG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,VMHB,,,,,,
"A efectos del cómputo de plazo fijado en días hábiles, y en lo que se refiere al cumplimiento de plazos por los interesados, la presentación de documentos en un registro electrónico un día inhábil:",se entenderá realizada en la última hora del primer día hábil anterior salvo que una norma permita expresamente la recepción en día inhábil.,"se entenderá, en todo caso, realizada en la última hora del primer día hábil anterior",se entenderá realizada en la primera hora del primer día hábil siguiente salvo que una norma permita expresamente la recepción en día inhábil,"se entenderá, en todo caso, realizada en la primera hora del primer día hábil siguiente",C,BL,ALG,PREPARATIC24,2016,Ley 39/2015,,,,7,2016,Revisada ,VMHB,,,,,,
