PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
"La definición: “Es el proceso de analizar un sistema para identificar los componentes y las interrelaciones entre ellos, creando representaciones del sistema en otra forma distinta a la original o bien a un nivel superior de abstracción”, corresponde a:",Restructuración (Restructuring).,Ingeniería Inversa (Reverse Engineering).,Ingeniería hacia adelante (Forward Engineering).,Reingeniería (Reengineering).,B,B3,JLO,I - XI,2002,,50,31,2175,97,2016,Revisada,JMRP,UPDATE,,,,
La diferencia entre ciclo de vida y metodología  es que …:,"El ciclo de vida indica el qué, mientras que la metodología indica el cuándo","El ciclo de vida indica el cuándo, mientras que la metodología indica el cómo","El ciclo de vida indica el qué, mientras que la metodología indica el cómo","El ciclo de vida indica el modo, mientras que la metodología indica el qué",C,B3,FSA,I - XI,2002,,3,42,2176,82,2016,Revisada,JMRP,UPDATE,,,,
La diferencia entre el análisis y el diseño en la orientación a objetos es:,La transición es tan natural que realmente no hay transición.,La transición la marca el momento en que se empiezan a construir objetos.,El diseño empieza cuando comienzan a conectarse las clases.,El análisis debe definir los objetos en el dominio del problema y el diseño define los objetos en el dominio de la solución.,D,B3,JLO,I - XI,2002,,24,97,2177,85.89,2016,Revisada,JMRP,UPDATE,,,,
La diferencia entre técnicas y prácticas en METRICA 3 es:,"Las prácticas se apoyan en estándares, mientras que las técnicas no","Las técnicas son el conjunto de heurísticas y procedimientos que se apoyan en estándares, mientras que las prácticas no precisan cumplir criterios establecidos","Las técnicas son el conjunto de heurísticas y procedimientos que se apoyan en la experiencia, mientras que las prácticas pueden ser propias",Tanto las técnicas como las prácticas son heurísticas y no son esclusivas de METRICA 3,B,B3,FSA,I - XI,2002,,37,50,2178,91,2015,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes perfiles  no está incluido en la Guia de Participantes de METRICA 3?:,Directivo,Consultor,Técnico,Programador,C,B3,FSA,I - XI,2002,,37,33,2179,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes principios no es de los generalmente aceptados del diseño estructurado?,Modularización.,Dependencia modular.,Modularización conceptual.,Principio de 'caja negra'.,B,B3,JLO,I - XI,2002,,26,24,2180,89,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál de los siguientes tipos de prueba es de caja blanca?:,Análisis de valores límite de entrada,Prueba de bucles,Pruebas de comparación,Pruebas basadas en grafos,B,B3,JBV,I - XI,2002,,37,90,2181,92,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál es la versión actual de la métodología Métrica?:,v1,v2,v2.1,v3,D,B3,JLO,I - XI,2002,,37,6,2184,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál no es un tipo de mantenimiento software?:,Continuo,Correctivo,Adaptativo,Perfectivo,A,B3,JLO,I - XI,2002,,37,96,2186,91,2016,Revisada,JMRP,UPDATE,,,,
¿Cuál no es una característica común a todas las metodologías?:,Diccionario de datos,Prototipado,"Cubre todos los aspectos de un sistema de aplicación: desde el organizativo , hasta el sistema técnico de apoyo",Análisis de riesgo,B,B3,JLO,I - XI,2002,,29,99,2187,90.86,2016,Revisada,JMRP,UPDATE,,,,
¿Cuáles de las siguientes cuestiones conciernen al análisis de requerimientos?:,Criterios de prueba y evaluación del producto software obtenido,Descripción detallada de las funciones,Estructura de la base de datos,Son ciertas las respuestas ‘a’ y ‘c’,A,B3,JLO,I - XI,2002,,26,3,2188,84,2016,Revisada,JMRP,UPDATE,,,,
¿Cuáles son las suposiciones básicas del modelo COCOMO clásico para estimar el esfuerzo necesario para el desarrollo de sistemas?:,"Considera que la principal variable explicativa del coste es el número de instrucciones, con lo que centra sus esfuerzos en estimar este número",Supone que el esfuerzo necesario para el desarrollo de un sistema es el producto de dos factores: complejidad técnica y tamaño del tratamiento de la información,"Usa como variable explicativa secundaria la complejidad técnica, originando tres modos de aplicación del método: orgánico, semiacoplado y empotrado",Todas las anteriores son asunciones del modelo COCOMO,D,B3,JLO,I - XI,2002,,42,11,2189,94,2016,Revisada,JMRP,UPDATE,,,,
¿Cuáles son los elementos de la técnica Historia de la Vida de las Entidades (HVE)?,"Entidades, eventos, efectos, primitivas, cajas vacías.","Entidades, eventos, resultados, nodos, cajas llenas.","Entidades, eventos, resultados, primitivas, cajas llenas.","Entidades, eventos, efectos, nodos, cajas vacías.",D,B3,JLO,I - XI,2002,,52,61,2190,86,2016,Revisada,JMRP,UPDATE,,,,
¿Cuáles son los factores de la calidad del software desde el punto de vista de la revisión del software?:,"Mantenibilidad, verificabilidad y flexibilidad","Corrección, fiabilidad y amigabilidad","Usabilidad, seguridad y rendimiento","Reusabilidad, estructuración e interoperabilidad",A,B3,JLO,I - XI,2002,,21,79,2191,93,2016,A eliminar,JMRP,DELETE,,,,
¿Cuáles son los objetivos del diseño estructurado?,"Máxima portabilidad del sistema, minimizar el coste asociado al mantenimiento, facilitar la prueba, integración del sistema.","Máxima portabilidad del sistema, minimizar el coste asociado al mantenimiento, facilitar la prueba, modularización del sistema.","Máxima inteligibilidad del sistema, minimizar el coste asociado al mantenimiento, facilitar la prueba, modularización del sistema.","Máxima inteligibilidad del sistema, minimizar el coste asociado al mantenimiento, facilitar la prueba, integración del sistema.",D,B3,JLO,I - XI,2002,,49,5,2192,89,2016,Revisada,JMRP,UPDATE,,,,
¿Cuándo debe aplicarse un plan de garantía de calidad?:,En casos de proyectos de gran envergadura,Cuando sea rentable económicamente,Cuando el cliente así lo solicite,Cuando el coste de no aplicarlo sea mayor que el de aplicarlo,D,B3,JLO,I - XI,2002,,40,18,2194,92,2016,Revisada,JMRP,UPDATE,,,,
¿En cuál de los siguientes grupos de métricas del software se debe encuadrar el modelo de Análisis de Puntos de Función?:,Métricas de complejidad,Métricas de productividad,Métricas de calidad,Métricas de riesgo,B,B3,JLO,I - XI,2002,,42,68,2197,94,2016,Revisada,JMRP,UPDATE,,,,
¿En qué consiste la teoría de la Productividad aplicada a la implantación de la calidad?:,Un producto de calidad es más caro de producir,Un producto de calidad es más difícil de producir,Un producto de calidad es más rápido de producir,Un producto de calidad es más barato de producir,D,B3,FSA,I - XI,2002,,41,98,2198,93,2016,Revisada,JMRP,UPDATE,,,,
¿En qué consiste la teoría del Modelo Compuesto aplicada a la implantación de la Calidad propuesto por Lawler?,El coste aumenta primero linealmente y luego exponencialmente,"En el primer tramo, el coste aumenta con la calidad del producto. En el segundo tramo, el coste es constante e independiente de la calidad.","Se usa aritmética compuesta para su cálculo, aunque la curva sale convexa siempre que se sigue este modelo.","En el primer tramo, el coste disminuye con la calidad del producto. En el segundo tramo, el coste es constante e independiente de la calidad. En el tercer tramo el coste se incrementa con la calidad.",D,B3,FSA,I - XI,2002,,41,3,2199,93,2016,Revisada,JMRP,UPDATE,,,,
¿En qué consiste la teoría libre aplicada a la implantación de la calidad?:,El coste es constante e independiente de la calidad del producto,El coste es constante pero dependiente de la calidad del producto,El coste es constante sólo en algunos casos,"El coste es independiente de la calidad del producto, aunque no se considera fijo",A,B3,FSA,I - XI,2002,,41,66,2200,93,2016,Revisada,JMRP,UPDATE,,,,
¿En qué consisten los Factores Críticos del Éxito?:,Son los elementos del proyecto que pueden retrasar o hundir el proyecto si no se resuelven satisfactoriamente.,Son los requisitos más importantes del análisis de requisitos del sistema,Son factores críticos  que se miden después de la terminación del proyecto,Son los objetivos del proyecto,A,B3,FSA,I - XI,2002,,37,51,2201,91,2016,Revisada,JMRP,UPDATE,,,,
¿En qué diagramas se representan los tipos de elementos nodos y conexiones?:,Diagramas de despliegue,Diagramas de componentes,Diagramas de descomposición,Diagramas de estructura,A,B3,JLO,I - XI,2002,,37,17,2202,91,2016,Revisada,JMRP,UPDATE,,,,
¿En qué proceso de METRICA V3 se llevaría a cabo la construcción de los componentes de migración y procedimientos de migración y carga inicial de datos?:,CSI,DSI,IAS,DCS,A,B3,JLO,I - XI,2002,,37,66,2203,91,2016,Revisada,JMRP,UPDATE,,,,
¿En qué procesos de Métrica V3 se contemplan la migración y carga inicial de datos?:  ,"DSI, CSI, IAS","EVS, DSI, CSI","ASI, DTS, CSI","EVS, CSI, MSI",A,B3,EML,I - XI,2002,,37,95,2204,91,2016,Revisada,JMRP,UPDATE,,,,
¿Qué actividad del análisis del sistema de información solo se realiza en el caso de análisis orientado a objetos?:,ASI 6 (Elaboración del modelo de datos),ASI 8 (Definición de interfaces de usuario),ASI 4 (Análisis de los casos de uso),ASI 3 (Identificación de subsistemas de análisis),C,B3,JLO,I - XI,2002,,37,0,2205,91,2016,Revisada,JMRP,UPDATE,,,,
¿Qué debe contener de forma general un Plan de Contingencia (también denominado Plan de Desastre)?:,"Plan de viabilidad, procedimientos de emergencia ante fallos, procedimientos de traslado a instalación alternativa y plan de retorno a instalación primaria","Procedimientos de actuación en caso de desastre, plan de copias de seguridad o de almacenamiento/recuperación de información, procedimientos de traslado a instalación alternativa y plan de retorno a instalación primaria","Análisis de riesgos informáticos, plan de viabilidad, procedimientos de activación en caso de desastre, plan de almacenamiento/recuperación de información, procedimientos de traslado a instalación alternativa y plan de retorno a instalación primaria","Plan de activación de emergencia, procedimientos de emergencia ante fallos y procedimientos de traslado a instalación alternativa",B,B3,JLO,I - XI,2002,,37,25,2208,86,2016,Revisada,JMRP,UPDATE,,,,
¿Qué entidades certifican ISO-9000 en España?:,Sólo ISO,Sólo AENOR,Empresas privadas,AENOR y empresas privadas,D,B3,JLO,I - XI,2002,,43,5,2210,98,2016,Revisada,JMRP,UPDATE,,,,
¿Qué es un método en programación orientada a objetos?:,Una operación sobre un objeto,Un algoritmo,Un conjunto de objetos,Un atributo de un objeto,A,B3,JLO,I - XI,2002,,33,49,2211,85,2016,Revisada,JMRP,UPDATE,,,,
¿Qué expresa la dimensión angular del modelo en Espiral?:,Es un indicador del gasto acumulativo del proyecto,Representa el progreso hecho en completar cada ciclo de la espiral.,En algunos casos no es posible delimitarla,"Se debe calcular, no sólo en el modelo en espiral",B,B3,FSA,I - XI,2002,,0,0,2212,82,2016,Revisada,JMRP,UPDATE,,,,
¿Qué expresa la dimensión Radial del modelo en Espiral?:,Representa el coste acumulativo de las etapas de análisis,Representa el gasto inicial del proyecto,Representa el coste acumulativo de las etapas realizadas hasta el momento actual,Ninguna de las anteriores,C,B3,FSA,I - XI,2002,,26,93,2213,82,2016,Revisada,JMRP,UPDATE,,,,
¿Qué modelo de desarrollo de software tiene como característica convertir automáticamente una especificación formal en un programa que satisfaga dicha especificación?:,Modelo en espiral,Modelo evolutivo,Modelo de lenguaje de especificación formal,Modelo de transformación,D,B3,JLO,I - XI,2002,,15,99,2214,82,2016,Revisada,JMRP,UPDATE,,,,
"En relación con los Sistemas Operativos, ¿Qué se entiende por overhead?:",Porcentaje de tiempo que transcurre entre  la cabecera (header) del primer paquete y el siguiente,Porcentaje de tiempo en el que la CPU está atendiendo a tareas del propio sistema,"Tiempo que tarda la cabeza del disco, una vez posicionada en la pista, en acceder al sector que le interesa",Porcentaje de tiempo que la CPU gasta en tratar los datos de entrada,B,B3,JLO,I - XI,2002,,25,61,2217,56,2016,Corregida,JMRP,UPDATE,,,,
"¿Qué técnica de las utilizadas en la metodología MÉTRICA V3 tiene entre sus objetivos obtener un diseño que no sólo 'funcione', sino que también sea mantenible, mejore la reutilización y se pueda probar y entender fácilmente?:",El modelo Entidad/Relación,Los diagramas de flujo de datos,La historia de la vida de las entidades,Diagrama de estructura,D,B3,JLO,I - XI,2002,"JMRP: Esta pregunta se elimina porque está mal planteada. Lo que hace que el sistema funcione, sea más mantenible, fácil de entender, etc... es la descomposición en módulos del sistema, no el diagrama de estructura",37,75,2219,91,2016,A eliminar,JMRP,DELETE,,,,
"¿Qué tipo de organización es también conocida por ""organización matricial""?:",Organización proyecto-funcional,Organización funcional,Organización proyecto-staff,Organización por aplicaciones,A,B3,JLO,I - XI,2002,,53,91,2220,30,2016,Revisada,JMRP,UPDATE,,,,
¿Qué variable utiliza COCOMO?:,El número de personas que intervienen en un proyectos,Número de instrucciones en pseudocódigo,Número de instrucciones de código fuente,No se usan  las instrucciones de código fuente porque varían de un lenguaje a otro,C,B3,FSA,I - XI,2002,,42,95,2221,94,2016,Revisada,JMRP,UPDATE,,,,
La capacidad de un programa de ejecutarse usando la cantidad estrictamente necesaria de recursos de computación es denominada:,Corrección,Fiabilidad,Eficiencia,Integridad,C,B3,FSA,I - XI,2002,,21,62,2222,93,2016,Corregida,JMRP,UPDATE,,,,
A la extensión por la cual el acceso a software o datos por personas no autorizadas puede ser controlado se llama:,Corrección,Fiabilidad,Eficiencia,Integridad,D,B3,FSA,I - XI,2002,,41,79,2223,93,2016,Revisada,JMRP,UPDATE,,,,
"Según McCall, la capacidad de un programa de responder ante situaciones no previstas se llama:",Corrección,Fiabilidad,Eficiencia,Integridad,B,B3,FSA,I - XI,2002,"
",36,19,2224,93,2016,Corregida,JMRP,UPDATE,,,,
A la extensión por la cual un programa puede ser usado en otras aplicaciones se llama:,Portabilidad,Reusabilidad,Interoperatividad,Mantenibilidad,B,B3,FSA,I - XI,2002,,40,1,2225,93,2016,Revisada,JMRP,UPDATE,,,,
A la extensión por la cual un programa satisface sus especificaciones y cumple con los requerimientos del usuario se le llama:,Corrección,Fiabilidad,Eficiencia,Integridad,A,B3,FSA,I - XI,2002,,17,11,2226,93,2016,Revisada,JMRP,UPDATE,,,,
A la hora de poner en explotación un servicio:,"Conviene realizar las pruebas una vez esté el servicio en el entorno de explotación, ya que es el mejor medio para detectar los errores.",Conviene realizar las pruebas en el entorno de preexplotación.,"Conviene realizar las pruebas en el entorno de desarrollo, ya que el de preexplotación es sólo para las pruebas de rendimiento.","Conviene realizar algunas pruebas en el entorno de preexplotación, y las restantes en el entorno de explotación, junto a los usuarios.",B,B3,JBV,I - XI,2002,,37,27,2227,91,2016,Revisada,JMRP,UPDATE,,,,
